date,sex,sex_nr,sex_label,age_gr,age_gr_nr,age_gr_label,cases_confirmed,deaths,confirmados_desconhecidos_m,confirmados_desconhecidos_f,cases_confirmed_new,deaths_new
06-05-2020,Females,0,Females,00-09,1,00-09,2,0,,,2,0
09-03-2020,Females,0,Females,00-09,1,00-09,2,0,,,0,
14-04-2020,Females,0,Females,00-09,1,00-09,2,0,,,0,0
03-05-2020,Females,0,Females,00-09,1,00-09,2,0,,,0,0
01-06-2020,Females,0,Females,00-09,1,00-09,12,0,,,10,0
13-05-2020,Females,0,Females,00-09,1,00-09,15,0,,,3,0
01-04-2020,Females,0,Females,00-09,1,00-09,20,0,,,5,0
05-03-2020,Females,0,Females,00-09,1,00-09,20,0,,,0,
13-04-2020,Females,0,Females,00-09,1,00-09,20,0,,,0,0
14-03-2020,Females,0,Females,00-09,1,00-09,20,0,,,0,
30-03-2020,Females,0,Females,00-09,1,00-09,21,0,,,1,0
24-03-2020,Females,0,Females,00-09,1,00-09,21,0,,,0,
03-04-2020,Females,0,Females,00-09,1,00-09,23,0,,,2,0
05-05-2020,Females,0,Females,00-09,1,00-09,27,0,,,4,0
04-06-2020,Females,0,Females,00-09,1,00-09,32,0,0,0,5,0
04-03-2020,Females,0,Females,00-09,1,00-09,32,0,,,0,
24-05-2020,Females,0,Females,00-09,1,00-09,37,0,,,5,0
07-03-2020,Females,0,Females,00-09,1,00-09,37,0,,,0,
02-05-2020,Females,0,Females,00-09,1,00-09,41,0,,,4,0
12-04-2020,Females,0,Females,00-09,1,00-09,56,0,,,15,0
29-05-2020,Females,0,Females,00-09,1,00-09,62,0,,,6,0
26-03-2020,Females,0,Females,00-09,1,00-09,70,0,,,8,0
22-04-2020,Females,0,Females,00-09,1,00-09,70,0,,,0,0
27-03-2020,Females,0,Females,00-09,1,00-09,71,0,,,1,0
23-04-2020,Females,0,Females,00-09,1,00-09,71,0,,,0,0
28-03-2020,Females,0,Females,00-09,1,00-09,75,0,,,4,0
19-04-2020,Females,0,Females,00-09,1,00-09,85,0,,,10,0
25-04-2020,Females,0,Females,00-09,1,00-09,87,0,,,2,0
23-05-2020,Females,0,Females,00-09,1,00-09,92,0,,,5,0
15-05-2020,Females,0,Females,00-09,1,00-09,95,0,,,3,0
19-03-2020,Females,0,Females,00-09,1,00-09,96,0,,,1,
18-03-2020,Females,0,Females,00-09,1,00-09,107,0,,,11,
16-03-2020,Females,0,Females,00-09,1,00-09,109,0,,,2,
06-03-2020,Females,0,Females,00-09,1,00-09,109,0,,,0,
08-04-2020,Females,0,Females,00-09,1,00-09,117,0,,,8,0
30-05-2020,Females,0,Females,00-09,1,00-09,120,0,,,3,0
11-03-2020,Females,0,Females,00-09,1,00-09,120,0,,,0,
13-03-2020,Females,0,Females,00-09,1,00-09,120,0,,,0,
01-05-2020,Females,0,Females,00-09,1,00-09,120,0,,,0,0
26-04-2020,Females,0,Females,00-09,1,00-09,124,0,,,4,0
17-03-2020,Females,0,Females,00-09,1,00-09,124,0,,,0,
18-05-2020,Females,0,Females,00-09,1,00-09,128,0,,,4,0
22-03-2020,Females,0,Females,00-09,1,00-09,131,0,,,3,
31-03-2020,Females,0,Females,00-09,1,00-09,140,0,,,9,0
12-05-2020,Females,0,Females,00-09,1,00-09,140,0,,,0,0
11-05-2020,Females,0,Females,00-09,1,00-09,141,0,,,1,0
09-04-2020,Females,0,Females,00-09,1,00-09,147,0,,,6,0
02-03-2020,Females,0,Females,00-09,1,00-09,147,0,,,,
05-04-2020,Females,0,Females,00-09,1,00-09,154,0,,,7,0
01-03-2020,Females,0,Females,00-09,1,00-09,154,0,,,,
15-03-2020,Females,0,Females,00-09,1,00-09,154,0,,,0,
20-05-2020,Females,0,Females,00-09,1,00-09,159,0,,,5,0
30-04-2020,Females,0,Females,00-09,1,00-09,160,0,,,1,0
28-05-2020,Females,0,Females,00-09,1,00-09,169,0,,,9,0
09-05-2020,Females,0,Females,00-09,1,00-09,169,0,,,0,0
31-05-2020,Females,0,Females,00-09,1,00-09,179,0,,,10,0
24-04-2020,Females,0,Females,00-09,1,00-09,179,0,,,0,0
10-04-2020,Females,0,Females,00-09,1,00-09,197,0,,,18,0
07-04-2020,Females,0,Females,00-09,1,00-09,197,0,,,0,0
03-06-2020,Females,0,Females,00-09,1,00-09,206,0,0,0,9,0
20-03-2020,Females,0,Females,00-09,1,00-09,206,0,,,0,
02-06-2020,Females,0,Females,00-09,1,00-09,212,0,2,4,6,0
29-03-2020,Females,0,Females,00-09,1,00-09,218,0,,,6,0
25-03-2020,Females,0,Females,00-09,1,00-09,221,0,,,3,0
06-04-2020,Females,0,Females,00-09,1,00-09,227,0,,,6,0
20-04-2020,Females,0,Females,00-09,1,00-09,235,0,,,8,0
27-05-2020,Females,0,Females,00-09,1,00-09,239,0,,,4,0
07-05-2020,Females,0,Females,00-09,1,00-09,247,0,,,8,0
21-03-2020,Females,0,Females,00-09,1,00-09,247,0,,,0,
17-04-2020,Females,0,Females,00-09,1,00-09,248,0,,,1,0
23-03-2020,Females,0,Females,00-09,1,00-09,249,0,,,1,
04-04-2020,Females,0,Females,00-09,1,00-09,258,0,,,9,0
14-05-2020,Females,0,Females,00-09,1,00-09,264,0,,,6,0
08-03-2020,Females,0,Females,00-09,1,00-09,264,0,,,0,
22-05-2020,Females,0,Females,00-09,1,00-09,269,0,,,5,0
18-04-2020,Females,0,Females,00-09,1,00-09,275,0,,,6,0
12-03-2020,Females,0,Females,00-09,1,00-09,275,0,,,0,
21-04-2020,Females,0,Females,00-09,1,00-09,275,0,,,0,0
16-05-2020,Females,0,Females,00-09,1,00-09,280,0,,,5,0
28-04-2020,Females,0,Females,00-09,1,00-09,289,0,,,9,0
27-04-2020,Females,0,Females,00-09,1,00-09,290,0,,,1,0
03-03-2020,Females,0,Females,00-09,1,00-09,290,0,,,,
15-04-2020,Females,0,Females,00-09,1,00-09,296,0,,,6,0
02-04-2020,Females,0,Females,00-09,1,00-09,304,0,,,8,0
19-05-2020,Females,0,Females,00-09,1,00-09,305,0,,,1,0
17-05-2020,Females,0,Females,00-09,1,00-09,307,0,,,2,0
26-05-2020,Females,0,Females,00-09,1,00-09,313,0,,,6,0
16-04-2020,Females,0,Females,00-09,1,00-09,324,0,,,11,0
04-05-2020,Females,0,Females,00-09,1,00-09,329,0,,,5,0
10-03-2020,Females,0,Females,00-09,1,00-09,329,0,,,0,
11-04-2020,Females,0,Females,00-09,1,00-09,342,0,,,13,0
25-05-2020,Females,0,Females,00-09,1,00-09,345,0,,,3,0
10-05-2020,Females,0,Females,00-09,1,00-09,345,0,,,0,0
29-04-2020,Females,0,Females,00-09,1,00-09,347,0,,,2,0
21-05-2020,Females,0,Females,00-09,1,00-09,351,0,,,4,0
08-05-2020,Females,0,Females,00-09,1,00-09,355,0,,,4,0
10-04-2020,Females,0,Females,10-19,2,10-19,24,0,,,24,0
31-03-2020,Females,0,Females,10-19,2,10-19,45,0,,,21,0
17-04-2020,Females,0,Females,10-19,2,10-19,47,0,,,2,0
21-04-2020,Females,0,Females,10-19,2,10-19,49,0,,,2,0
03-06-2020,Females,0,Females,10-19,2,10-19,66,0,0,0,17,0
19-03-2020,Females,0,Females,10-19,2,10-19,67,0,,,1,
22-05-2020,Females,0,Females,10-19,2,10-19,78,0,,,11,0
09-03-2020,Females,0,Females,10-19,2,10-19,78,0,,,0,
09-04-2020,Females,0,Females,10-19,2,10-19,93,0,,,15,0
05-04-2020,Females,0,Females,10-19,2,10-19,109,0,,,16,0
05-03-2020,Females,0,Females,10-19,2,10-19,109,0,,,0,
27-04-2020,Females,0,Females,10-19,2,10-19,113,0,,,4,0
14-04-2020,Females,0,Females,10-19,2,10-19,125,0,,,12,0
18-03-2020,Females,0,Females,10-19,2,10-19,127,0,,,2,
01-03-2020,Females,0,Females,10-19,2,10-19,127,0,,,,
25-05-2020,Females,0,Females,10-19,2,10-19,132,0,,,5,0
29-05-2020,Females,0,Females,10-19,2,10-19,141,0,,,9,0
22-03-2020,Females,0,Females,10-19,2,10-19,145,0,,,4,
20-03-2020,Females,0,Females,10-19,2,10-19,146,0,,,1,
25-04-2020,Females,0,Females,10-19,2,10-19,156,0,,,10,0
06-03-2020,Females,0,Females,10-19,2,10-19,156,0,,,0,
06-05-2020,Females,0,Females,10-19,2,10-19,156,0,,,0,0
02-04-2020,Females,0,Females,10-19,2,10-19,162,0,,,6,0
07-03-2020,Females,0,Females,10-19,2,10-19,163,0,,,1,
16-05-2020,Females,0,Females,10-19,2,10-19,172,0,,,9,0
09-05-2020,Females,0,Females,10-19,2,10-19,179,0,,,7,0
04-05-2020,Females,0,Females,10-19,2,10-19,183,0,,,4,0
05-05-2020,Females,0,Females,10-19,2,10-19,184,0,,,1,0
19-04-2020,Females,0,Females,10-19,2,10-19,197,0,,,13,0
03-04-2020,Females,0,Females,10-19,2,10-19,207,0,,,10,0
27-05-2020,Females,0,Females,10-19,2,10-19,217,0,,,10,0
11-03-2020,Females,0,Females,10-19,2,10-19,220,0,,,3,
01-04-2020,Females,0,Females,10-19,2,10-19,232,0,,,12,0
10-03-2020,Females,0,Females,10-19,2,10-19,232,0,,,0,
28-03-2020,Females,0,Females,10-19,2,10-19,245,0,,,13,0
26-05-2020,Females,0,Females,10-19,2,10-19,254,0,,,9,0
03-03-2020,Females,0,Females,10-19,2,10-19,254,0,,,,
01-05-2020,Females,0,Females,10-19,2,10-19,261,0,,,7,0
04-04-2020,Females,0,Females,10-19,2,10-19,266,0,,,5,0
06-04-2020,Females,0,Females,10-19,2,10-19,268,0,,,2,0
16-03-2020,Females,0,Females,10-19,2,10-19,268,0,,,0,
11-05-2020,Females,0,Females,10-19,2,10-19,271,0,,,3,0
24-04-2020,Females,0,Females,10-19,2,10-19,281,0,,,10,0
19-05-2020,Females,0,Females,10-19,2,10-19,285,0,,,4,0
24-05-2020,Females,0,Females,10-19,2,10-19,291,0,,,6,0
10-05-2020,Females,0,Females,10-19,2,10-19,298,0,,,7,0
20-04-2020,Females,0,Females,10-19,2,10-19,327,0,,,29,0
23-05-2020,Females,0,Females,10-19,2,10-19,332,0,,,5,0
08-04-2020,Females,0,Females,10-19,2,10-19,341,0,,,9,0
21-03-2020,Females,0,Females,10-19,2,10-19,345,0,,,4,
21-05-2020,Females,0,Females,10-19,2,10-19,351,0,,,6,0
04-03-2020,Females,0,Females,10-19,2,10-19,351,0,,,0,
16-04-2020,Females,0,Females,10-19,2,10-19,360,0,,,9,0
24-03-2020,Females,0,Females,10-19,2,10-19,359,0,,,-1,
02-06-2020,Females,0,Females,10-19,2,10-19,364,0,2,4,5,0
18-05-2020,Females,0,Females,10-19,2,10-19,367,0,,,3,0
28-04-2020,Females,0,Females,10-19,2,10-19,371,0,,,4,0
26-04-2020,Females,0,Females,10-19,2,10-19,380,0,,,9,0
29-04-2020,Females,0,Females,10-19,2,10-19,384,0,,,4,0
04-06-2020,Females,0,Females,10-19,2,10-19,392,0,0,0,8,0
01-06-2020,Females,0,Females,10-19,2,10-19,396,0,,,4,0
07-05-2020,Females,0,Females,10-19,2,10-19,404,0,,,8,0
12-05-2020,Females,0,Females,10-19,2,10-19,412,0,,,8,0
29-03-2020,Females,0,Females,10-19,2,10-19,420,0,,,8,0
13-05-2020,Females,0,Females,10-19,2,10-19,423,0,,,3,0
12-03-2020,Females,0,Females,10-19,2,10-19,424,0,,,1,
13-03-2020,Females,0,Females,10-19,2,10-19,427,0,,,3,
30-04-2020,Females,0,Females,10-19,2,10-19,434,0,,,7,0
20-05-2020,Females,0,Females,10-19,2,10-19,444,0,,,10,0
17-05-2020,Females,0,Females,10-19,2,10-19,450,0,,,6,0
17-03-2020,Females,0,Females,10-19,2,10-19,452,0,,,2,
26-03-2020,Females,0,Females,10-19,2,10-19,461,0,,,9,0
11-04-2020,Females,0,Females,10-19,2,10-19,471,0,,,10,0
15-04-2020,Females,0,Females,10-19,2,10-19,480,0,,,9,0
14-03-2020,Females,0,Females,10-19,2,10-19,483,0,,,3,
13-04-2020,Females,0,Females,10-19,2,10-19,483,0,,,0,0
03-05-2020,Females,0,Females,10-19,2,10-19,483,0,,,0,0
30-05-2020,Females,0,Females,10-19,2,10-19,491,0,,,8,0
27-03-2020,Females,0,Females,10-19,2,10-19,494,0,,,3,0
23-04-2020,Females,0,Females,10-19,2,10-19,503,0,,,9,0
14-05-2020,Females,0,Females,10-19,2,10-19,506,0,,,3,0
31-05-2020,Females,0,Females,10-19,2,10-19,514,0,,,8,0
08-05-2020,Females,0,Females,10-19,2,10-19,521,0,,,7,0
02-05-2020,Females,0,Females,10-19,2,10-19,522,0,,,1,0
23-03-2020,Females,0,Females,10-19,2,10-19,527,0,,,5,
08-03-2020,Females,0,Females,10-19,2,10-19,529,0,,,2,
25-03-2020,Females,0,Females,10-19,2,10-19,536,0,,,7,0
22-04-2020,Females,0,Females,10-19,2,10-19,568,0,,,32,0
07-04-2020,Females,0,Females,10-19,2,10-19,579,0,,,11,0
12-04-2020,Females,0,Females,10-19,2,10-19,584,0,,,5,0
15-05-2020,Females,0,Females,10-19,2,10-19,590,0,,,6,0
15-03-2020,Females,0,Females,10-19,2,10-19,594,0,,,4,
18-04-2020,Females,0,Females,10-19,2,10-19,610,0,,,16,0
28-05-2020,Females,0,Females,10-19,2,10-19,618,0,,,8,0
30-03-2020,Females,0,Females,10-19,2,10-19,626,0,,,8,0
02-03-2020,Females,0,Females,10-19,2,10-19,626,0,,,,
15-03-2020,Females,0,Females,20-29,3,20-29,5,0,,,5,
18-05-2020,Females,0,Females,20-29,3,20-29,23,0,,,18,0
30-04-2020,Females,0,Females,20-29,3,20-29,58,0,,,35,0
19-03-2020,Females,0,Females,20-29,3,20-29,67,0,,,9,
07-05-2020,Females,0,Females,20-29,3,20-29,107,0,,,40,0
09-03-2020,Females,0,Females,20-29,3,20-29,107,0,,,0,
29-04-2020,Females,0,Females,20-29,3,20-29,117,0,,,10,0
08-03-2020,Females,0,Females,20-29,3,20-29,118,0,,,1,
01-05-2020,Females,0,Females,20-29,3,20-29,135,0,,,17,0
16-03-2020,Females,0,Females,20-29,3,20-29,140,0,,,5,
12-05-2020,Females,0,Females,20-29,3,20-29,163,0,,,23,0
13-03-2020,Females,0,Females,20-29,3,20-29,165,0,,,2,
01-06-2020,Females,0,Females,20-29,3,20-29,193,0,,,28,0
17-04-2020,Females,0,Females,20-29,3,20-29,205,0,,,12,0
27-05-2020,Females,0,Females,20-29,3,20-29,225,0,,,20,0
01-03-2020,Females,0,Females,20-29,3,20-29,225,0,,,,
05-03-2020,Females,0,Females,20-29,3,20-29,225,0,,,0,
22-04-2020,Females,0,Females,20-29,3,20-29,272,0,,,47,0
04-05-2020,Females,0,Females,20-29,3,20-29,297,0,,,25,0
20-03-2020,Females,0,Females,20-29,3,20-29,311,0,,,14,
16-04-2020,Females,0,Females,20-29,3,20-29,372,0,,,61,0
17-05-2020,Females,0,Females,20-29,3,20-29,395,0,,,23,0
24-05-2020,Females,0,Females,20-29,3,20-29,411,0,,,16,0
29-05-2020,Females,0,Females,20-29,3,20-29,438,0,,,27,0
19-04-2020,Females,0,Females,20-29,3,20-29,462,0,,,24,0
30-05-2020,Females,0,Females,20-29,3,20-29,492,0,,,30,0
12-04-2020,Females,0,Females,20-29,3,20-29,540,0,,,48,0
05-05-2020,Females,0,Females,20-29,3,20-29,544,0,,,4,0
27-04-2020,Females,0,Females,20-29,3,20-29,551,0,,,7,0
28-05-2020,Females,0,Females,20-29,3,20-29,586,0,,,35,0
18-03-2020,Females,0,Females,20-29,3,20-29,607,0,,,21,
14-04-2020,Females,0,Females,20-29,3,20-29,642,0,,,35,0
16-05-2020,Females,0,Females,20-29,3,20-29,666,0,,,24,0
21-04-2020,Females,0,Females,20-29,3,20-29,689,0,,,23,0
29-03-2020,Females,0,Females,20-29,3,20-29,734,0,,,45,0
13-04-2020,Females,0,Females,20-29,3,20-29,763,0,,,29,0
07-03-2020,Females,0,Females,20-29,3,20-29,763,0,,,0,
11-04-2020,Females,0,Females,20-29,3,20-29,786,0,,,23,0
03-04-2020,Females,0,Females,20-29,3,20-29,860,0,,,74,0
23-03-2020,Females,0,Females,20-29,3,20-29,895,0,,,35,
02-04-2020,Females,0,Females,20-29,3,20-29,931,0,,,36,0
28-03-2020,Females,0,Females,20-29,3,20-29,979,0,,,48,0
10-03-2020,Females,0,Females,20-29,3,20-29,979,0,,,0,
02-03-2020,Females,0,Females,20-29,3,20-29,979,0,,,,
31-03-2020,Females,0,Females,20-29,3,20-29,1043,0,,,64,0
23-05-2020,Females,0,Females,20-29,3,20-29,1076,0,,,33,0
27-03-2020,Females,0,Females,20-29,3,20-29,1096,0,,,20,0
12-03-2020,Females,0,Females,20-29,3,20-29,1096,0,,,0,
23-04-2020,Females,0,Females,20-29,3,20-29,1132,0,,,36,0
15-04-2020,Females,0,Females,20-29,3,20-29,1182,0,,,50,0
31-05-2020,Females,0,Females,20-29,3,20-29,1212,1,,,30,1
06-04-2020,Females,0,Females,20-29,3,20-29,1228,1,,,16,0
06-03-2020,Females,0,Females,20-29,3,20-29,1228,1,,,0,
24-03-2020,Females,0,Females,20-29,3,20-29,1233,1,,,5,
26-05-2020,Females,0,Females,20-29,3,20-29,1256,1,,,23,0
26-03-2020,Females,0,Females,20-29,3,20-29,1299,1,,,43,0
07-04-2020,Females,0,Females,20-29,3,20-29,1347,1,,,48,0
11-03-2020,Females,0,Females,20-29,3,20-29,1347,1,,,0,
08-05-2020,Females,0,Females,20-29,3,20-29,1382,1,,,35,0
03-05-2020,Females,0,Females,20-29,3,20-29,1384,1,,,2,0
02-05-2020,Females,0,Females,20-29,3,20-29,1403,1,,,19,0
05-04-2020,Females,0,Females,20-29,3,20-29,1463,1,,,60,0
06-05-2020,Females,0,Females,20-29,3,20-29,1513,1,,,50,0
04-04-2020,Females,0,Females,20-29,3,20-29,1565,1,,,52,0
17-03-2020,Females,0,Females,20-29,3,20-29,1569,1,,,4,
08-04-2020,Females,0,Females,20-29,3,20-29,1609,1,,,40,0
03-06-2020,Females,0,Females,20-29,3,20-29,1644,1,0,0,35,0
25-03-2020,Females,0,Females,20-29,3,20-29,1690,1,,,46,0
03-03-2020,Females,0,Females,20-29,3,20-29,1690,1,,,,
01-04-2020,Females,0,Females,20-29,3,20-29,1723,1,,,33,0
21-03-2020,Females,0,Females,20-29,3,20-29,1747,1,,,24,
04-06-2020,Females,0,Females,20-29,3,20-29,1789,1,0,0,42,0
13-05-2020,Females,0,Females,20-29,3,20-29,1816,1,,,27,0
25-04-2020,Females,0,Females,20-29,3,20-29,1840,1,,,24,0
26-04-2020,Females,0,Females,20-29,3,20-29,1872,1,,,32,0
09-04-2020,Females,0,Females,20-29,3,20-29,1922,1,,,50,0
28-04-2020,Females,0,Females,20-29,3,20-29,1942,1,,,20,0
02-06-2020,Females,0,Females,20-29,3,20-29,1957,1,2,4,15,0
19-05-2020,Females,0,Females,20-29,3,20-29,1974,1,,,17,0
15-05-2020,Females,0,Females,20-29,3,20-29,2005,1,,,31,0
20-04-2020,Females,0,Females,20-29,3,20-29,2079,1,,,74,0
30-03-2020,Females,0,Females,20-29,3,20-29,2105,1,,,26,0
18-04-2020,Females,0,Females,20-29,3,20-29,2157,1,,,52,0
21-05-2020,Females,0,Females,20-29,3,20-29,2173,1,,,16,0
10-04-2020,Females,0,Females,20-29,3,20-29,2286,1,,,113,0
22-03-2020,Females,0,Females,20-29,3,20-29,2302,1,,,16,
11-05-2020,Females,0,Females,20-29,3,20-29,2314,1,,,12,0
10-05-2020,Females,0,Females,20-29,3,20-29,2323,1,,,9,0
14-03-2020,Females,0,Females,20-29,3,20-29,2327,1,,,4,
24-04-2020,Females,0,Females,20-29,3,20-29,2365,1,,,38,0
20-05-2020,Females,0,Females,20-29,3,20-29,2389,1,,,24,0
22-05-2020,Females,0,Females,20-29,3,20-29,2418,1,,,29,0
04-03-2020,Females,0,Females,20-29,3,20-29,2418,1,,,0,
14-05-2020,Females,0,Females,20-29,3,20-29,2439,1,,,21,0
09-05-2020,Females,0,Females,20-29,3,20-29,2447,1,,,8,0
25-05-2020,Females,0,Females,20-29,3,20-29,2463,1,,,16,0
13-03-2020,Females,0,Females,30-39,4,30-39,3,0,,,3,
31-05-2020,Females,0,Females,30-39,4,30-39,34,0,,,31,0
20-03-2020,Females,0,Females,30-39,4,30-39,51,0,,,17,
16-04-2020,Females,0,Females,30-39,4,30-39,124,0,,,73,0
28-03-2020,Females,0,Females,30-39,4,30-39,199,0,,,75,0
18-03-2020,Females,0,Females,30-39,4,30-39,217,0,,,18,
06-04-2020,Females,0,Females,30-39,4,30-39,247,0,,,30,0
10-05-2020,Females,0,Females,30-39,4,30-39,262,0,,,15,0
15-05-2020,Females,0,Females,30-39,4,30-39,290,0,,,28,0
18-04-2020,Females,0,Females,30-39,4,30-39,348,0,,,58,0
22-05-2020,Females,0,Females,30-39,4,30-39,376,0,,,28,0
05-03-2020,Females,0,Females,30-39,4,30-39,376,0,,,0,
02-04-2020,Females,0,Females,30-39,4,30-39,434,0,,,58,0
04-03-2020,Females,0,Females,30-39,4,30-39,434,0,,,0,
06-05-2020,Females,0,Females,30-39,4,30-39,485,0,,,51,0
06-03-2020,Females,0,Females,30-39,4,30-39,485,0,,,0,
21-05-2020,Females,0,Females,30-39,4,30-39,503,0,,,18,0
12-04-2020,Females,0,Females,30-39,4,30-39,542,0,,,39,0
08-04-2020,Females,0,Females,30-39,4,30-39,614,0,,,72,0
05-04-2020,Females,0,Females,30-39,4,30-39,670,0,,,56,0
30-03-2020,Females,0,Females,30-39,4,30-39,704,0,,,34,0
31-03-2020,Females,0,Females,30-39,4,30-39,785,0,,,81,0
03-05-2020,Females,0,Females,30-39,4,30-39,786,0,,,1,0
18-05-2020,Females,0,Females,30-39,4,30-39,801,0,,,15,0
01-06-2020,Females,0,Females,30-39,4,30-39,822,0,,,21,0
25-05-2020,Females,0,Females,30-39,4,30-39,826,0,,,4,0
11-04-2020,Females,0,Females,30-39,4,30-39,855,0,,,29,0
27-04-2020,Females,0,Females,30-39,4,30-39,864,0,,,9,0
01-05-2020,Females,0,Females,30-39,4,30-39,898,0,,,34,0
04-06-2020,Females,0,Females,30-39,4,30-39,937,0,0,0,39,0
10-03-2020,Females,0,Females,30-39,4,30-39,937,0,,,0,
28-04-2020,Females,0,Females,30-39,4,30-39,951,0,,,14,0
04-05-2020,Females,0,Females,30-39,4,30-39,977,0,,,26,0
26-03-2020,Females,0,Females,30-39,4,30-39,1027,0,,,50,0
29-05-2020,Females,0,Females,30-39,4,30-39,1058,0,,,31,0
19-04-2020,Females,0,Females,30-39,4,30-39,1107,0,,,49,0
26-04-2020,Females,0,Females,30-39,4,30-39,1142,0,,,35,0
13-05-2020,Females,0,Females,30-39,4,30-39,1163,0,,,21,0
15-04-2020,Females,0,Females,30-39,4,30-39,1223,0,,,60,0
12-03-2020,Females,0,Females,30-39,4,30-39,1224,0,,,1,
03-06-2020,Females,0,Females,30-39,4,30-39,1253,0,0,0,29,0
09-03-2020,Females,0,Females,30-39,4,30-39,1254,0,,,1,
10-04-2020,Females,0,Females,30-39,4,30-39,1374,0,,,120,0
28-05-2020,Females,0,Females,30-39,4,30-39,1399,1,,,25,1
22-03-2020,Females,0,Females,30-39,4,30-39,1429,1,,,30,
24-03-2020,Females,0,Females,30-39,4,30-39,1454,1,,,25,
21-03-2020,Females,0,Females,30-39,4,30-39,1480,1,,,26,
14-03-2020,Females,0,Females,30-39,4,30-39,1488,1,,,8,
02-06-2020,Females,0,Females,30-39,4,30-39,1509,1,2,4,21,0
16-05-2020,Females,0,Females,30-39,4,30-39,1526,1,,,17,0
27-05-2020,Females,0,Females,30-39,4,30-39,1555,1,,,29,0
01-03-2020,Females,0,Females,30-39,4,30-39,1555,1,,,,
13-04-2020,Females,0,Females,30-39,4,30-39,1588,1,,,33,0
16-03-2020,Females,0,Females,30-39,4,30-39,1593,1,,,5,
07-03-2020,Females,0,Females,30-39,4,30-39,1594,1,,,1,
08-03-2020,Females,0,Females,30-39,4,30-39,1594,1,,,0,
29-04-2020,Females,0,Females,30-39,4,30-39,1606,1,,,12,0
11-03-2020,Females,0,Females,30-39,4,30-39,1609,1,,,3,
23-04-2020,Females,0,Females,30-39,4,30-39,1641,1,,,32,0
23-05-2020,Females,0,Females,30-39,4,30-39,1650,1,,,9,0
07-04-2020,Females,0,Females,30-39,4,30-39,1708,1,,,58,0
20-04-2020,Females,0,Females,30-39,4,30-39,1752,1,,,44,0
22-04-2020,Females,0,Females,30-39,4,30-39,1816,1,,,64,0
09-05-2020,Females,0,Females,30-39,4,30-39,1825,1,,,9,0
24-04-2020,Females,0,Females,30-39,4,30-39,1858,1,,,33,0
15-03-2020,Females,0,Females,30-39,4,30-39,1866,1,,,8,
14-05-2020,Females,0,Females,30-39,4,30-39,1883,1,,,17,0
25-03-2020,Females,0,Females,30-39,4,30-39,1937,1,,,54,0
26-05-2020,Females,0,Females,30-39,4,30-39,1956,1,,,19,0
30-04-2020,Females,0,Females,30-39,4,30-39,1988,1,,,32,0
24-05-2020,Females,0,Females,30-39,4,30-39,1998,1,,,10,0
14-04-2020,Females,0,Females,30-39,4,30-39,2033,1,,,35,0
30-05-2020,Females,0,Females,30-39,4,30-39,2059,1,,,26,0
19-05-2020,Females,0,Females,30-39,4,30-39,2088,1,,,29,0
17-03-2020,Females,0,Females,30-39,4,30-39,2095,1,,,7,
08-05-2020,Females,0,Females,30-39,4,30-39,2168,1,,,73,0
29-03-2020,Females,0,Females,30-39,4,30-39,2224,1,,,56,0
17-04-2020,Females,0,Females,30-39,4,30-39,2237,1,,,13,0
04-04-2020,Females,0,Females,30-39,4,30-39,2289,1,,,52,0
07-05-2020,Females,0,Females,30-39,4,30-39,2352,1,,,63,0
17-05-2020,Females,0,Females,30-39,4,30-39,2375,1,,,23,0
01-04-2020,Females,0,Females,30-39,4,30-39,2442,1,,,67,0
20-05-2020,Females,0,Females,30-39,4,30-39,2462,1,,,20,0
05-05-2020,Females,0,Females,30-39,4,30-39,2472,1,,,10,0
12-05-2020,Females,0,Females,30-39,4,30-39,2493,1,,,21,0
23-03-2020,Females,0,Females,30-39,4,30-39,2526,1,,,33,
03-04-2020,Females,0,Females,30-39,4,30-39,2616,1,,,90,0
25-04-2020,Females,0,Females,30-39,4,30-39,2654,1,,,38,0
11-05-2020,Females,0,Females,30-39,4,30-39,2655,1,,,1,0
19-03-2020,Females,0,Females,30-39,4,30-39,2675,1,,,20,
27-03-2020,Females,0,Females,30-39,4,30-39,2729,1,,,54,0
03-03-2020,Females,0,Females,30-39,4,30-39,2729,1,,,,
02-05-2020,Females,0,Females,30-39,4,30-39,2753,1,,,24,0
02-03-2020,Females,0,Females,30-39,4,30-39,2753,1,,,,
21-04-2020,Females,0,Females,30-39,4,30-39,2772,1,,,19,0
09-04-2020,Females,0,Females,30-39,4,30-39,2820,1,,,48,0
25-03-2020,Females,0,Females,40-49,5,40-49,55,0,,,55,0
17-05-2020,Females,0,Females,40-49,5,40-49,85,0,,,30,0
03-06-2020,Females,0,Females,40-49,5,40-49,116,0,0,0,31,0
14-05-2020,Females,0,Females,40-49,5,40-49,128,0,,,12,0
04-04-2020,Females,0,Females,40-49,5,40-49,192,1,,,64,1
21-05-2020,Females,0,Females,40-49,5,40-49,220,1,,,28,0
17-04-2020,Females,0,Females,40-49,5,40-49,235,1,,,15,0
07-04-2020,Females,0,Females,40-49,5,40-49,304,1,,,69,0
10-05-2020,Females,0,Females,40-49,5,40-49,315,1,,,11,0
06-03-2020,Females,0,Females,40-49,5,40-49,315,1,,,0,
04-03-2020,Females,0,Females,40-49,5,40-49,316,1,,,1,
27-04-2020,Females,0,Females,40-49,5,40-49,331,1,,,15,0
